    mch    max      nmg    fet     nU   nB   nV   nR   nI    hU   hB   hV   hR   hI     RA (2000.0) Dec        dRA   dDec
   3960   1386    13020   1514    565 1196 1418 1427 1358    45   91  128   89  109  16 35 17.32 +09 47 29.2   45.6  37.5   PG1633 
    523     98    17313    361     77  120  130  112  119     8   11   12    8   12  16 36 41.30 -00 12 04.9   78.4  46.8   L108 
   1833    518   135523   2259   1610 1816 1831 1591 1807    36   51   48   18   38  16 40 57.63 +36 27 33.0   40.1  35.4   NGC6205 
    792    279    28924    348    276  304  310    0  266    14   25   30    0   16  16 46 25.52 +47 32 42.5   32.1  31.3   NGC6229 
   1453    735    76607   1330    311 1247 1277  389 1263    68   99  107   79   98  16 46 45.34 -01 52 28.9   37.2  36.1   NGC6218 
    303     97    93581    265    201  253  228  242  233    24   17   10    9   17  16 53 27.61 -22 10 55.8   15.1  13.8   NGC6235 
    701    683   107564    733    706  723  723  707  723    90  112  127   94  107  16 53 58.48 -56 00 50.4   20.1  21.4   LSE259 
    542    544    51886    406      0  227  367  369  375     0   20   30    7  144  16 54 01.37 -39 49 16.3   19.2  19.1   J1655 
    626    100   175225    399    163  305  353  348  353     5    8   14   11   14  16 54 09.97 -41 49 23.3   32.5  31.6   NGC6231 
     40     42    36381    118     95  114  118  118  118     7    8    8    8    9  16 55 35.38 -39 28 05.3   18.7  19.1   NGC6242 
   4614   1470   180356   1540   1067 1376 1385  216 1376    20  165   95    5  248  16 56 44.83 -04 03 47.0   36.2  41.8   NGC6254 
